otu	test-stat	p	q	site	n_asp	n_nml	total_taxa	level
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__;d__denovo58	0.29146045770084283	0.5892861511969838	0.8006699096790644	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2;s__;d__denovo57	0.5672763630769659	0.45134325149404	0.7400115501527722	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo886	0.0009615313495302645	0.9752627059108638	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo884	3.1027480003559673	0.07816025733157968	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI;g__Gemella;s__;d__denovo882	-1.6616328902410353e-13	1.0	1.0	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo883	0.6449235141751509	0.4219335244745276	0.706826998099438	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__;d__denovo888	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__;d__denovo889	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__;d__denovo912	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__;d__denovo923	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo922	0.2126921170053731	0.6446654836673169	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1172	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__;d__denovo1176	0.00016531237676645916	0.989741572797452	1.0	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1177	0.17631558552274681	0.6745588770251287	0.8386467638035751	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__;d__denovo726	0.08422248172373059	0.7716547460013857	0.9064501320117543	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo754	-8.843478762428579e-14	1.0	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__;d__denovo722	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo1515	0.0009507789073014682	0.9754013646016386	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1519	0.5405280395536798	0.4622139721115165	0.7473862449463468	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo1680	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1990	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo1014	0.574303046048898	0.4485540492035257	0.7380463788313332	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__;d__denovo1359	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1350	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__;d__denovo1421	1.8376677033097013	0.1752245528546816	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__;d__denovo1355	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo323	1.696152561493881	0.1927919077820012	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Saccharibacteria_genera_incertae_sedis;s__;d__denovo321	0.028201259561089022	0.8666365341338689	0.9953449302923643	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo327	1.9909664247457983	0.15823986783001207	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo326	0.7984462709715414	0.3715583153054107	0.6555249365084053	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__;d__denovo324	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1193	1.290524767116251	0.25595126529118906	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__;d__denovo328	2.382911463228992	0.1226687376311023	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1197	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__;d__denovo1194	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1195	0.38031156293424284	0.5374365403084542	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__;d__denovo1012	0.810030646371394	0.36811119024042493	0.650680351510694	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo750	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__;d__denovo1811	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter;s__;d__denovo186	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo184	1.002579555004283	0.31668713508199864	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__;d__denovo182	1.5868402697047213	0.20777815261528304	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__;d__denovo181	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo180	0.4714284392721023	0.4923307526819618	0.7863733881047513	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1224	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__;d__denovo1226	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1227	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis;s__;d__denovo189	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter;s__;d__denovo436	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas;s__;d__denovo435	0.0038461253984533846	0.9505491841676899	1.0	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__;d__denovo432	0.23631999462871683	0.6268767350297064	0.822831131693872	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__;d__denovo431	4.766012865839424	0.029026975252969826	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__;d__denovo439	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__;s__;d__denovo438	0.45820223462116405	0.49846536182515255	0.7907279585875924	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__;d__denovo619	6.272090960635677	0.01226543173277063	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__;d__denovo618	2.757344096656067	0.09680883316947028	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo2553	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo616	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo614	0.26612858582163784	0.6059406528766126	0.8114183634480469	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__;d__denovo613	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__;d__denovo610	0.2126921170053731	0.6446654836673169	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo2087	0.2126921170053731	0.6446654836673169	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1702	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo2287	0.7201007133864432	0.3961108753256698	0.6809847929922319	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__;d__denovo2157	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas;s__;d__denovo503	0.0038461253984533846	0.9505491841676899	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__;d__denovo500	0.6771194954157367	0.41058038365828275	0.6963080588882448	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo505	0.09377650670688181	0.7594299128262033	0.8989170396718325	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo2337	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo2336	1.6951450350437263	0.19292412655591076	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__;d__denovo653	0.0005117425226065852	0.9819520127953596	1.0	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__;s__;d__denovo798	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1033	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__;s__;d__denovo667	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1032	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__;d__denovo1352	0.1423806733671674	0.7059256780384119	0.8563386002871193	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo665	0.17631558552274681	0.6745588770251287	0.8386467638035751	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo989	2.3662974247542023	0.12398079794952428	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__;d__denovo988	1.1785370865081888	0.2776540169826427	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__SR1;c__;o__;f__;g__SR1_genera_incertae_sedis;s__;d__denovo981	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__;d__denovo980	0.0009615313495302645	0.9752627059108638	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Planobacterium;s__;d__denovo1164	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1162	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1168	2.750963262503354	0.0971958563305679	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1767	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo1504	0.7644044303716242	0.3819536724696567	0.6612929254698534	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__;d__denovo1500	0.5951245565177472	0.44044429823351294	0.7272816881862989	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__;d__denovo1502	1.0156174880361797	0.3135608136641243	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo1691	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1693	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1699	0.18769249260073473	0.6648441151514192	0.8326252886106842	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1698	0.17631558552274681	0.6745588770251287	0.8386467638035751	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1985	0.2126921170053731	0.6446654836673169	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__;d__denovo594	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1438	0.5077765181038515	0.47610297174068894	0.7670547878044432	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__;d__denovo1349	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo1347	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo1433	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__;d__denovo1343	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Hydrocarboniphaga;s__;d__denovo1342	0.1423806733671674	0.7059256780384119	0.8563386002871193	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo336	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;d__denovo330	0.0381367983941601	0.8451687025059447	0.9767329463580531	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo333	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1183	0.7644044303716242	0.3819536724696567	0.6612929254698534	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo1186	0.10492576477222382	0.7459967338932638	0.8859367771619403	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1324	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo198	0.000724182880290693	0.9785310021332535	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__;d__denovo1248	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__;d__denovo192	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__;d__denovo193	0.12188346412944336	0.7270006310291435	0.8727309157952716	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus;s__;d__denovo194	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__;d__denovo195	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__;d__denovo197	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1232	0.02195599792820777	0.8822042155914964	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1237	1.7715646513175318	0.1831885596042904	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo978	0.10492576477222382	0.7459967338932638	0.8859367771619403	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo420	1.7803478365781735	0.18210661991147625	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__;d__denovo421	1.0156174880361797	0.3135608136641243	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis;s__;d__denovo422	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__;d__denovo604	0.7374533176446217	0.39047789451317305	0.6747923391214611	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo605	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__;d__denovo608	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__;d__denovo519	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo2180	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo678	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__;d__denovo1403	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1906	0.24194816266420582	0.6228025763475948	0.8211949255830501	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;d__denovo990	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__;d__denovo992	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo993	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
